Date,Party Name,Qty,Rate,Amount,Product,Cost,Profit
2025-01-09,Vasanth Stores,0.95,6007.81,5707.42,Orid Dust,5756,239.22
2024-07-30,Vasanth Stores,12.51,9273.6,116012.74,Toor Dhall,8907,4586.17
2024-06-20,Ganesh Suppliers,4.41,3343.57,14745.14,Moong Dust,3135,919.79
2024-11-12,Ganesh Suppliers,2.53,8675.71,21949.55,Toor Dhall,8218,1158.01
2024-07-21,Vasanth Stores,7.15,5256.5,37583.97,Orid Dust,5101,1111.82
2024-06-25,Balaji & Co,17.7,8452.51,149609.43,Toor Dhall,8099,6257.13
2024-04-12,Sri Traders,17.99,4040.57,72689.85,Moong Dhall,3838,3644.23
2024-06-13,Vasanth Stores,20.03,7530.19,150829.71,Toor Dhall,7235,5912.66
2025-01-28,Vasanth Stores,4.24,3597.46,15253.23,Moong Dust,3461,578.59
2024-07-22,Vasanth Stores,15.7,6062.51,95181.41,Orid Dhall,5806,4027.21
2025-01-16,Vasanth Stores,7.6,3914.98,29753.85,Moong Dust,3774,1071.45
2024-06-19,Amman Agencies,20.4,6559.94,133822.78,Orid Polish,6361,4058.38
2024-04-04,Amman Agencies,8.76,5310.66,46521.38,Orid Dhall,5030,2458.58
2024-07-04,Vasanth Stores,2.13,6305.34,13430.37,Orid Dust,5972,710.01
2024-04-07,Vasanth Stores,3.51,5636.43,19783.87,Orid Dhall,5391,861.46
2024-10-23,Balaji & Co,3.39,4046.77,13718.55,Moong Dust,3787,880.62
2024-04-18,Balaji & Co,6.1,6556.65,39995.56,Toor Dust,6351,1254.46
2024-11-02,Ganesh Suppliers,13.12,6733.07,88337.88,Orid Polish,6495,3123.48
2024-06-15,Amman Agencies,4.97,5942.41,29533.78,Orid Dust,5849.55,461.52
2024-10-10,Vasanth Stores,7.55,9062.65,68423.01,Toor Dhall,8529,4029.06
2024-11-26,Amman Agencies,22.25,5821.37,129525.48,Orid Polish,5576,5459.48
2024-08-24,Ganesh Suppliers,1.09,3926.75,4280.16,Moong Dust,3747,195.93
2024-06-01,Sri Traders,1.79,6304.47,11285.0,Orid Dust,6333.6,-52.14
2024-04-26,Vasanth Stores,0.69,4128.85,2848.91,Moong Dust,3875,175.16
2024-07-11,Sri Traders,0.11,4598.34,505.82,Moong Dhall,4425,19.07
2025-02-05,Vasanth Stores,1.62,3798.1,6152.92,Moong Dust,3574,363.04
2024-04-04,Balaji & Co,0.62,8316.56,5156.27,Toor Dhall,7968,216.11
2024-06-17,Ganesh Suppliers,3.89,6370.34,24780.62,Orid Dhall,6044,1269.46
2025-01-21,Sri Traders,7.56,3400.73,25709.52,Moong Dust,3266,1018.56
2024-04-02,Amman Agencies,10.88,5635.28,61311.85,Orid Polish,5350,3103.85
2024-05-01,Ganesh Suppliers,3.57,5875.73,20976.36,Orid Dust,5849.55,93.47
2024-07-19,Amman Agencies,4.65,5351.98,24886.71,Orid Dhall,5063,1343.76
2024-10-20,Sri Traders,1.37,3248.97,4451.09,Moong Dust,3046,278.07
2024-09-28,Vasanth Stores,22.37,5956.65,133250.26,Orid Polish,5610,7754.56
2024-10-21,Vasanth Stores,3.48,5635.7,19612.24,Orid Polish,5359,962.92
2024-11-24,Balaji & Co,12.33,5514.51,67993.91,Orid Polish,5201,3865.58
2024-09-11,Ganesh Suppliers,20.13,6623.55,133332.06,Orid Dhall,6207,8385.15
2024-07-02,Ganesh Suppliers,6.57,6404.63,42078.42,Orid Dust,6126,1830.6
2025-01-27,Sri Traders,1.01,8216.34,8298.5,Toor Dhall,8204.7,11.75
2024-04-21,Balaji & Co,0.58,6065.19,3517.81,Orid Dhall,5698,212.97
2025-03-08,Amman Agencies,6.9,5769.76,39811.34,Orid Dust,5454,2178.74
2024-04-25,Balaji & Co,7.68,6253.78,48029.03,Orid Dhall,6044,1611.11
2025-03-07,Amman Agencies,3.96,5864.35,23222.83,Orid Dust,5641,884.47
2024-07-28,Vasanth Stores,7.49,8867.83,66420.05,Toor Dust,8289,4335.44
2024-05-30,Balaji & Co,4.75,7736.1,36746.47,Toor Dust,7406,1567.97
2024-09-10,Amman Agencies,4.82,5883.44,28358.18,Orid Dhall,5595,1390.28
2024-10-04,Amman Agencies,10.28,5558.35,57139.84,Orid Dhall,5199,3694.12
2024-04-22,Sri Traders,5.26,5181.12,27252.69,Orid Dust,4882,1573.37
2024-04-23,Vasanth Stores,20.41,6293.72,128454.83,Orid Dhall,6023,5525.4
2024-09-13,Vasanth Stores,21.66,6339.23,137307.72,Orid Dhall,6091,5376.66
2024-08-09,Ganesh Suppliers,8.2,5874.56,48171.39,Orid Dhall,5683,1570.79
2025-01-07,Balaji & Co,2.92,3654.53,10671.23,Moong Dust,3474,527.15
2024-12-17,Amman Agencies,8.07,6691.64,54001.53,Orid Dhall,6777.75,-694.91
2024-06-14,Sri Traders,0.24,4109.09,986.18,Moong Dust,3859,60.02
2024-10-06,Balaji & Co,1.73,5204.92,9004.51,Orid Dust,5051,266.28
2024-12-25,Balaji & Co,2.19,6500.99,14237.17,Toor Dust,6199,661.36
2024-04-09,Vasanth Stores,14.95,6381.1,95397.45,Orid Polish,6139,3619.4
2025-01-26,Sri Traders,21.54,6028.23,129848.07,Orid Dhall,5830,4269.87
2024-06-02,Amman Agencies,15.08,6548.13,98745.8,Orid Polish,6142,6124.44
2024-11-20,Vasanth Stores,2.55,5804.64,14801.83,Orid Polish,5456,889.03
2024-06-15,Balaji & Co,12.57,9228.78,116005.76,Toor Dhall,9291.45,-787.77
2024-07-31,Ganesh Suppliers,1.33,6686.77,8893.4,Orid Dhall,6338,463.86
2024-11-28,Balaji & Co,2.43,3559.95,8650.68,Moong Dust,3405,376.53
2024-07-14,Amman Agencies,2.2,8959.56,19711.03,Toor Dust,8409,1211.23
2024-05-29,Amman Agencies,4.91,4614.2,22655.72,Moong Dhall,4392,1091.0
2024-05-13,Sri Traders,0.92,6522.25,6000.47,Orid Polish,6317,188.83
2024-10-01,Vasanth Stores,19.59,6725.33,131749.21,Orid Dhall,6439,5609.2
2024-06-10,Vasanth Stores,0.23,7623.48,1753.4,Toor Dust,7544.25,18.22
2024-08-15,Sri Traders,6.36,5591.45,35561.62,Orid Dust,5276,2006.26
2024-10-18,Vasanth Stores,6.73,8512.41,57288.52,Toor Dhall,8124,2614.0
2024-05-11,Balaji & Co,3.09,5623.57,17376.83,Orid Dust,5266,1104.89
2024-06-05,Balaji & Co,1.91,3768.49,7197.82,Moong Dust,3564,390.58
2024-08-15,Ganesh Suppliers,4.0,5337.46,21349.84,Orid Dust,5293.05,177.64
2024-07-23,Amman Agencies,3.4,6108.45,20768.73,Orid Dhall,5905,691.73
2024-11-27,Ganesh Suppliers,6.19,6395.03,39585.24,Orid Dust,6095,1857.19
2024-12-24,Balaji & Co,11.89,5788.75,68828.24,Orid Dhall,5600,2244.24
2024-06-07,Vasanth Stores,16.46,7963.09,131072.46,Toor Dhall,7637,5367.44
2024-08-21,Sri Traders,18.07,5774.38,104343.05,Orid Dhall,5534,4343.67
2024-11-02,Ganesh Suppliers,4.51,5874.43,26493.68,Orid Dust,5548,1472.2
2024-09-22,Balaji & Co,3.97,5399.1,21434.43,Orid Dust,5235,651.48
2025-01-07,Amman Agencies,2.72,8040.9,21871.25,Toor Dust,7570,1280.85
2024-10-06,Vasanth Stores,10.63,6785.74,72132.42,Orid Dhall,6445,3622.07
2024-05-21,Ganesh Suppliers,8.18,8762.02,71673.32,Toor Dhall,8469,2396.9
2024-08-21,Balaji & Co,1.2,5148.96,6178.75,Orid Dust,4829,383.95
2024-08-16,Sri Traders,5.02,3569.58,17919.29,Moong Dust,3352,1092.25
2025-03-20,Vasanth Stores,2.8,3907.13,10939.96,Moong Dhall,3720,523.96
2024-04-29,Sri Traders,1.62,6512.62,10550.44,Orid Dhall,6137,608.5
2024-04-10,Ganesh Suppliers,20.68,6049.66,125106.97,Orid Polish,5852,4087.61
2025-01-05,Amman Agencies,24.43,9227.02,225416.1,Toor Dhall,8937,7085.19
2025-01-05,Ganesh Suppliers,2.81,3411.77,9587.07,Moong Dust,3288,347.79
2024-12-16,Vasanth Stores,1.95,5254.46,10246.2,Orid Dust,4941,611.25
2024-05-06,Vasanth Stores,5.97,6092.28,36370.91,Orid Dust,5788,1816.55
2024-04-07,Vasanth Stores,3.67,8295.96,30446.17,Toor Dhall,8243.55,192.34
2024-07-30,Amman Agencies,2.89,7041.01,20348.52,Orid Polish,6823,630.05
2024-06-06,Amman Agencies,4.74,4189.43,19857.9,Moong Dust,3938,1191.78
2024-08-28,Vasanth Stores,2.2,4233.57,9313.85,Moong Dust,3987,542.45
2024-10-01,Sri Traders,7.1,5399.49,38336.38,Orid Dust,5192,1473.18
2025-02-08,Sri Traders,21.08,3977.34,83842.33,Moong Dhall,3775,4265.33
2024-05-30,Vasanth Stores,1.66,7364.79,12225.55,Toor Dust,6936,711.79
2024-06-21,Balaji & Co,6.04,3534.83,21350.37,Moong Dust,3414,729.81
2025-01-11,Vasanth Stores,0.53,3321.61,1760.45,Moong Dust,3190,69.75
2024-10-10,Ganesh Suppliers,0.77,7148.73,5504.52,Toor Dust,7279.65,-100.81
2024-08-31,Amman Agencies,3.33,4046.92,13476.24,Moong Dust,3805,805.59
2024-04-23,Amman Agencies,6.59,5876.03,38723.04,Orid Dust,5696,1186.4
2024-10-28,Vasanth Stores,18.47,4290.87,79252.37,Moong Dhall,4101,3506.9
2024-04-14,Amman Agencies,8.73,4580.23,39985.41,Moong Dhall,4306,2394.03
2024-06-16,Sri Traders,18.41,4352.31,80126.03,Moong Dhall,4216,2509.47
2024-04-19,Amman Agencies,0.53,8536.31,4524.24,Toor Dust,8026,270.46
2024-07-29,Balaji & Co,12.11,6589.13,79794.36,Orid Polish,6317,3295.49
2024-06-12,Balaji & Co,3.66,3916.72,14335.2,Moong Dust,3697,804.18
2024-04-04,Balaji & Co,15.25,8073.31,123117.98,Toor Dhall,7648,6485.98
2024-07-09,Ganesh Suppliers,22.22,6654.55,147864.1,Orid Dhall,6310,7655.9
2024-12-27,Sri Traders,4.18,6896.15,28825.91,Toor Dust,6667,957.85
2024-07-22,Ganesh Suppliers,6.62,3681.54,24371.79,Moong Dust,3571,731.77
2024-08-28,Amman Agencies,6.49,8771.84,56929.24,Toor Dhall,8373,2588.47
2024-11-08,Balaji & Co,3.2,6107.05,19542.56,Orid Dhall,5844,841.76
2024-09-16,Vasanth Stores,5.42,6492.5,35189.35,Orid Dust,6115,2046.05
2024-06-09,Ganesh Suppliers,19.39,6642.28,128793.81,Orid Polish,6263,7354.24
2024-11-27,Balaji & Co,23.83,5874.18,139981.71,Orid Polish,5497,8988.2
2024-05-07,Balaji & Co,1.79,5406.49,9677.62,Orid Dust,5212,348.14
2024-05-06,Vasanth Stores,22.9,4435.42,101571.12,Moong Dhall,4175,5963.62
2024-04-16,Balaji & Co,5.58,4713.36,26300.55,Moong Dhall,4411,1687.17
2024-11-07,Balaji & Co,6.87,8864.0,60895.68,Toor Dust,8400,3187.68
2024-10-12,Sri Traders,6.91,7119.91,49198.58,Orid Polish,6688,2984.5
2024-05-22,Amman Agencies,1.78,3741.38,6659.66,Moong Dust,3560,322.86
2025-01-06,Vasanth Stores,1.19,9047.1,10766.05,Toor Dhall,8767,333.32
2024-09-22,Vasanth Stores,3.92,3216.07,12606.99,Moong Dust,3074,556.91
2024-04-22,Ganesh Suppliers,21.85,5335.4,116578.49,Orid Dhall,5147,4116.54
2024-10-03,Sri Traders,0.52,5214.86,2711.73,Orid Dust,4882,173.09
2024-08-25,Balaji & Co,2.57,6525.29,16770.0,Orid Dhall,6333,494.19
2024-07-21,Ganesh Suppliers,5.18,6258.16,32417.27,Orid Dust,5988,1399.43
2024-06-13,Amman Agencies,6.54,3976.16,26004.09,Moong Dust,4011.0,-227.85
2024-09-29,Vasanth Stores,22.76,5269.79,119940.42,Orid Dhall,5041,5207.26
2024-06-10,Balaji & Co,6.97,5085.0,35442.45,Orid Dust,4869,1505.52
2024-10-28,Vasanth Stores,18.69,6439.07,120346.22,Orid Polish,6091,6505.43
2024-06-28,Balaji & Co,0.43,3473.42,1493.57,Moong Dust,3302,73.71
2025-02-25,Balaji & Co,7.88,6115.57,48190.69,Orid Dust,5875,1895.69
2024-10-04,Sri Traders,7.83,5857.7,45865.79,Orid Dust,5627,1806.38
2024-08-15,Ganesh Suppliers,4.52,5557.85,25121.48,Orid Dhall,5218,1536.12
2024-04-01,Ganesh Suppliers,2.78,7494.12,20833.65,Toor Dust,7108,1073.41
2024-06-30,Sri Traders,1.44,4255.65,6128.14,Moong Dhall,4040,310.54
2024-10-16,Sri Traders,0.39,3390.98,1322.48,Moong Dust,3279,43.67
2024-04-05,Vasanth Stores,2.05,5683.35,11650.87,Orid Dust,5486,404.57
2024-04-03,Ganesh Suppliers,4.78,6102.72,29171.0,Orid Dust,5783,1528.26
2025-02-22,Vasanth Stores,3.68,7344.64,27028.28,Toor Dust,6907,1610.52
2024-04-15,Balaji & Co,15.8,3846.86,60780.39,Moong Dhall,3621,3568.59
2024-11-11,Sri Traders,1.12,6574.72,7363.69,Toor Dust,6458.55,130.11
2024-05-06,Amman Agencies,6.21,6624.18,41136.16,Toor Dust,6328,1839.28
2024-06-30,Amman Agencies,2.56,8695.33,22260.04,Toor Dust,8132,1442.12
2024-06-21,Amman Agencies,6.26,5992.1,37510.55,Orid Dust,5690,1891.15
2024-05-07,Amman Agencies,12.95,7495.86,97071.39,Toor Dhall,7235,3378.14
2024-11-16,Sri Traders,15.55,6550.65,101862.61,Orid Polish,6216,5203.81
2024-05-04,Ganesh Suppliers,7.45,6596.01,49140.27,Orid Polish,6299,2212.72
2024-07-26,Vasanth Stores,0.4,9293.55,3717.42,Toor Dhall,8835,183.42
2024-04-19,Balaji & Co,2.64,5006.58,13217.37,Orid Dust,5083.05,-201.88
2024-07-26,Balaji & Co,5.15,7547.84,38871.38,Toor Dust,7163,1981.93
2024-08-22,Amman Agencies,19.74,3811.61,75241.18,Moong Dhall,3587,4433.8
2024-08-30,Vasanth Stores,6.47,4364.78,28240.13,Moong Dhall,4175,1227.88
2024-06-03,Balaji & Co,22.34,9101.86,203335.55,Toor Dhall,8638,10362.63
2024-07-26,Vasanth Stores,6.62,7532.96,49868.2,Toor Dhall,7198,2217.44
2025-01-30,Ganesh Suppliers,1.14,7012.67,7994.44,Orid Polish,6808,233.32
2024-06-08,Vasanth Stores,24.75,3919.92,97018.02,Moong Dhall,3707,5269.77
2024-10-09,Balaji & Co,22.7,6019.49,136642.42,Orid Dhall,5666,8024.22
2024-08-18,Sri Traders,10.15,6134.47,62264.87,Orid Polish,5794,3455.77
2024-10-27,Ganesh Suppliers,4.86,3440.61,16721.36,Moong Dust,3262,868.04
2025-01-29,Vasanth Stores,24.02,9152.54,219844.01,Toor Dhall,8605,13151.91
2024-05-18,Ganesh Suppliers,4.31,3931.98,16946.83,Moong Dust,3788,620.55
2024-04-29,Amman Agencies,24.86,7324.03,182075.39,Orid Polish,6970,8801.19
2024-07-24,Sri Traders,22.8,3764.1,85821.48,Moong Dhall,3630,3057.48
2024-09-30,Ganesh Suppliers,4.23,4275.23,18084.22,Moong Dhall,4060,910.42
2024-04-30,Vasanth Stores,6.03,3561.68,21476.93,Moong Dust,3544.8,101.79
2024-06-27,Amman Agencies,6.34,3873.62,24558.75,Moong Dust,3644,1455.79
2024-09-14,Ganesh Suppliers,9.91,5921.96,58686.62,Orid Dhall,5634,2853.68
2024-11-15,Balaji & Co,6.47,4216.87,27283.15,Moong Dhall,4073,930.84
2024-09-18,Amman Agencies,3.28,6165.94,20224.28,Orid Dust,5814,1154.36
2024-09-24,Vasanth Stores,3.84,5692.23,21858.16,Orid Dhall,5471,849.52
2025-01-24,Balaji & Co,4.33,7144.66,30936.38,Orid Polish,6932,920.82
2024-07-02,Amman Agencies,17.89,6133.76,109732.97,Orid Polish,5761,6668.68
2024-04-04,Ganesh Suppliers,24.91,6612.22,164710.4,Orid Polish,6283,8200.87
2024-10-29,Amman Agencies,2.87,8426.53,24184.14,Toor Dust,7893,1531.23
2024-11-21,Balaji & Co,6.04,6723.82,40611.87,Orid Polish,6447,1671.99
2024-06-16,Vasanth Stores,1.56,3450.58,5382.9,Moong Dust,3259,298.86
2024-07-13,Sri Traders,2.92,3976.21,11610.53,Moong Dust,3755,645.93
2024-10-05,Sri Traders,2.59,8495.65,22003.73,Toor Dust,8061,1125.74
2024-10-20,Ganesh Suppliers,0.42,5399.85,2267.94,Orid Dust,5069,138.96
2025-01-20,Balaji & Co,2.18,6961.33,15175.7,Toor Dust,6591,807.32
2024-07-07,Ganesh Suppliers,0.17,5909.5,1004.62,Orid Dust,5695,36.47
2024-09-01,Sri Traders,6.92,3544.3,24526.56,Moong Dust,3332,1469.12
2024-09-02,Sri Traders,0.82,4050.7,3321.57,Moong Dust,3852,162.93
2024-09-12,Vasanth Stores,16.84,3855.18,64921.23,Moong Dhall,3624,3893.07
2024-11-27,Ganesh Suppliers,17.36,7178.23,124614.07,Orid Polish,6847,5750.15
2024-04-25,Vasanth Stores,7.94,6144.66,48788.6,Orid Dust,5931,1696.46
2024-11-21,Vasanth Stores,21.94,3892.28,85396.62,Moong Dhall,3740,3341.02
2024-06-10,Amman Agencies,11.85,6024.18,71386.53,Orid Dhall,5842,2158.83
2024-10-19,Vasanth Stores,4.87,8146.34,39672.68,Toor Dust,7719,2081.15
2025-01-29,Amman Agencies,23.78,9318.52,221594.41,Toor Dhall,8983,7978.67
2025-02-13,Sri Traders,1.98,8499.8,16829.6,Toor Dhall,8114,763.88
2024-04-09,Balaji & Co,8.98,7794.79,69997.21,Toor Dhall,7358,3922.37
2024-04-07,Vasanth Stores,12.68,7142.25,90563.73,Orid Polish,6737,5138.57
2024-11-10,Ganesh Suppliers,6.89,4511.08,31081.34,Moong Dhall,4292,1509.46
2024-04-24,Balaji & Co,20.33,7359.69,149622.5,Orid Polish,7273.35,1755.29
2024-11-13,Vasanth Stores,6.34,3876.95,24579.86,Moong Dust,3663,1356.44
2024-10-27,Sri Traders,24.96,3987.96,99539.48,Moong Dhall,3736,6288.92
2024-12-17,Ganesh Suppliers,0.92,6992.15,6432.78,Toor Dust,6712,257.74
2024-04-22,Amman Agencies,0.23,8472.89,1948.76,Toor Dust,7948,120.72
2024-09-28,Sri Traders,6.93,5864.82,40643.2,Orid Dust,5633,1606.51
2024-08-01,Vasanth Stores,18.36,6893.03,126556.03,Orid Polish,6621,4994.47
2024-08-01,Amman Agencies,0.33,4202.3,1386.76,Moong Dust,3961,79.63
2024-04-17,Vasanth Stores,1.6,5353.84,8566.14,Orid Dhall,5166,300.54
2024-04-23,Balaji & Co,6.07,6295.52,38213.81,Orid Dust,6271.65,144.89
2024-04-01,Ganesh Suppliers,0.58,3961.01,2297.39,Moong Dust,3825,78.89
2024-11-17,Balaji & Co,2.41,5506.34,13270.28,Orid Dust,5150,858.78
2024-05-25,Vasanth Stores,2.25,3316.39,7461.88,Moong Dust,3157,358.63
2024-07-23,Balaji & Co,12.24,5508.67,67426.12,Orid Polish,5288,2701.0
2024-08-01,Vasanth Stores,2.09,7071.41,14779.25,Toor Dust,6797,573.52
2024-05-19,Balaji & Co,7.44,3981.73,29624.07,Moong Dhall,3823,1180.95
2024-05-01,Vasanth Stores,0.8,3612.65,2890.12,Moong Dust,3489,98.92
2024-12-25,Amman Agencies,7.9,8809.91,69598.29,Toor Dhall,8816.85,-54.83
2024-06-21,Vasanth Stores,9.66,5758.53,55627.4,Orid Dhall,5524,2265.56
2024-05-27,Sri Traders,21.99,8372.7,184115.67,Toor Dhall,7914,10086.81
2024-11-27,Vasanth Stores,4.02,3223.85,12959.88,Moong Dust,3033,767.22
2024-09-16,Amman Agencies,6.64,6402.94,42515.52,Toor Dust,6023,2522.8
2024-09-28,Vasanth Stores,6.4,8206.97,52524.61,Toor Dust,7967,1535.81
2024-11-16,Amman Agencies,10.63,4035.48,42897.15,Moong Dhall,3839,2088.58
2024-09-07,Ganesh Suppliers,13.28,6167.09,81898.96,Orid Dhall,5772,5246.8
2024-07-22,Sri Traders,7.82,6246.56,48848.1,Orid Dhall,5871,2936.88
2025-01-30,Ganesh Suppliers,17.3,5623.47,97286.03,Orid Dhall,5425,3433.53
2024-07-28,Balaji & Co,7.45,5350.27,39859.51,Orid Dust,5071,2080.56
2024-10-15,Sri Traders,15.84,6647.24,105292.28,Orid Dhall,6373,4343.96
2024-08-11,Amman Agencies,20.45,8598.7,175843.42,Toor Dhall,8276,6599.22
2024-09-07,Sri Traders,4.13,8707.19,35960.69,Toor Dust,8196,2111.21
2024-04-21,Balaji & Co,20.69,6861.84,141971.47,Orid Polish,6585,5727.82
2024-06-11,Ganesh Suppliers,6.33,7902.95,50025.67,Toor Dust,7616,1816.39
2025-01-21,Ganesh Suppliers,19.54,3883.42,75882.03,Moong Dhall,3637,4815.05
2024-08-05,Amman Agencies,15.94,8710.64,138847.6,Toor Dhall,8248,7374.48
2024-10-03,Amman Agencies,3.4,5692.94,19356.0,Orid Dust,5521,584.6
2024-10-23,Ganesh Suppliers,11.73,3766.71,44183.51,Moong Dhall,3590,2072.81
2024-10-27,Ganesh Suppliers,6.61,6507.23,43012.79,Orid Dust,6119,2566.2
2024-10-14,Ganesh Suppliers,18.59,6657.23,123757.91,Orid Polish,6399,4800.5
2024-08-04,Ganesh Suppliers,13.81,9166.24,126585.77,Toor Dhall,9171.75,-76.1
2024-07-25,Ganesh Suppliers,4.38,8630.02,37799.49,Toor Dhall,8090,2365.29
2024-10-23,Vasanth Stores,5.08,3703.5,18813.78,Moong Dhall,3553,764.54
2024-06-06,Amman Agencies,17.32,8174.42,141580.95,Toor Dhall,7699,8234.27
2024-07-07,Sri Traders,24.78,8380.62,207671.76,Toor Dhall,8031,8663.58
2024-09-29,Sri Traders,9.8,6860.85,67236.33,Orid Dhall,6439,4134.13
2025-02-16,Amman Agencies,8.5,7222.36,61390.06,Orid Polish,6910,2655.06
2024-04-16,Sri Traders,24.63,6124.79,150853.58,Orid Dhall,5945,4428.23
2024-10-13,Vasanth Stores,13.54,6696.94,90676.57,Orid Dhall,6362,4535.09
2024-10-31,Balaji & Co,19.67,7785.42,153139.21,Toor Dhall,7482,5968.27
2024-10-17,Balaji & Co,2.43,6363.87,15464.2,Orid Dhall,6106,626.62
2024-06-05,Sri Traders,1.61,9029.5,14537.5,Toor Dust,8485,876.65
2024-05-22,Ganesh Suppliers,2.28,3766.78,8588.26,Moong Dust,3763.2,8.16
2024-10-19,Amman Agencies,1.26,3206.56,4040.27,Moong Dust,3076,164.51
2024-12-02,Ganesh Suppliers,6.33,7743.33,49015.28,Toor Dust,7299,2812.61
2024-07-10,Balaji & Co,19.12,6204.92,118638.07,Orid Polish,5811,7531.75
2024-10-24,Vasanth Stores,7.2,5752.57,41418.5,Orid Dust,5511,1739.3
2024-08-03,Ganesh Suppliers,10.27,7201.42,73958.58,Orid Polish,6825,3865.83
2024-08-15,Amman Agencies,5.35,3384.94,18109.43,Moong Dust,3182,1085.73
2024-07-11,Sri Traders,6.24,6154.51,38404.14,Orid Dhall,5907,1544.46
2024-05-14,Sri Traders,1.4,8795.74,12314.04,Toor Dust,8283,717.84
2024-09-14,Balaji & Co,7.13,4261.39,30383.71,Moong Dust,3997,1885.1
2024-06-01,Balaji & Co,5.96,5446.37,32460.37,Orid Dust,5262,1098.85
2024-06-10,Balaji & Co,17.23,6756.13,116408.12,Orid Polish,6551,3534.39
2024-06-11,Balaji & Co,5.67,3714.97,21063.88,Moong Dust,3548,946.72
2024-08-12,Vasanth Stores,5.82,3517.68,20472.9,Moong Dust,3408,638.34
2024-10-09,Sri Traders,20.76,4629.46,96107.59,Moong Dhall,4349,5822.35
2024-07-05,Vasanth Stores,24.15,5778.36,139547.39,Orid Dhall,5576,4886.99
2024-07-08,Vasanth Stores,5.75,6402.78,36815.99,Orid Dhall,6121,1620.24
2024-05-06,Amman Agencies,5.7,6252.92,35641.64,Orid Dust,6048,1168.04
2024-11-14,Sri Traders,23.16,5887.76,136360.52,Orid Dhall,5623,6131.84
2024-10-07,Sri Traders,4.01,8143.33,32654.75,Toor Dhall,8255.1,-448.2
2024-09-06,Amman Agencies,24.28,4364.45,105968.85,Moong Dhall,4211,3725.77
2025-03-16,Balaji & Co,2.13,5829.08,12415.94,Orid Dust,5502,696.68
2025-01-18,Amman Agencies,23.16,6318.74,146342.02,Orid Dhall,6005,7266.22
2024-07-16,Balaji & Co,3.72,7821.69,29096.69,Toor Dhall,7365,1698.89
2024-08-10,Sri Traders,18.36,3863.7,70937.53,Moong Dhall,3657,3795.01
2024-06-25,Amman Agencies,22.48,5391.44,121199.57,Orid Polish,5233,3561.73
2024-06-24,Amman Agencies,18.77,9206.88,172813.14,Toor Dhall,8682,9852.0
2024-07-31,Balaji & Co,6.9,6324.06,43636.01,Toor Dust,6131,1332.11
2024-07-22,Ganesh Suppliers,1.38,6488.1,8953.58,Orid Dhall,6190,411.38
2024-10-24,Ganesh Suppliers,2.48,5845.36,14496.49,Orid Dust,5657,467.13
2024-07-13,Vasanth Stores,12.63,4103.25,51824.05,Moong Dhall,3866,2996.47
2024-11-13,Vasanth Stores,24.32,4148.48,100891.03,Moong Dhall,3990,3854.23
2024-06-14,Balaji & Co,4.35,6088.46,26484.8,Orid Dust,5859,998.15
2024-10-25,Sri Traders,24.2,3934.44,95213.45,Moong Dhall,3766,4076.25
2024-06-17,Ganesh Suppliers,24.5,6384.07,156409.71,Orid Polish,6092,7155.71
2024-05-05,Vasanth Stores,19.73,7173.6,141535.13,Orid Polish,6764,8081.41
2025-01-26,Vasanth Stores,2.37,6282.64,14889.86,Orid Polish,5876,963.74
2024-11-03,Amman Agencies,2.03,7501.39,15227.82,Toor Dust,7080,855.42
2025-01-12,Sri Traders,16.58,3765.79,62436.8,Moong Dhall,3770.55,-78.92
2024-10-06,Balaji & Co,17.17,7209.82,123792.61,Orid Polish,6988,3808.65
2024-07-14,Vasanth Stores,12.09,5585.23,67525.43,Orid Polish,5337,3001.1
2024-08-18,Balaji & Co,11.79,5736.8,67636.87,Orid Polish,5388,4112.35
2024-06-18,Balaji & Co,13.67,4602.23,62912.48,Moong Dhall,4442,2190.34
2024-07-03,Balaji & Co,22.48,4456.17,100174.7,Moong Dhall,4254,4544.78
2024-08-13,Ganesh Suppliers,7.65,5960.18,45595.38,Orid Dust,5745,1646.13
2024-07-09,Ganesh Suppliers,24.89,6653.51,165605.86,Orid Dhall,6364,7205.9
2025-03-25,Sri Traders,6.45,5630.16,36314.53,Orid Dust,5298,2142.43
2024-11-21,Vasanth Stores,11.89,8630.92,102621.64,Toor Dhall,8118,6098.62
2024-10-16,Vasanth Stores,2.34,7767.35,18175.6,Toor Dust,7394,873.64
2024-05-30,Sri Traders,21.6,9042.78,195324.05,Toor Dhall,8719,6993.65
2024-09-18,Vasanth Stores,13.27,6840.21,90769.59,Orid Polish,6462,5018.85
2024-10-02,Vasanth Stores,6.28,6620.37,41575.92,Orid Dhall,6350,1697.92
2024-11-18,Amman Agencies,3.39,3982.01,13499.01,Moong Dust,3794,637.35
2024-06-26,Amman Agencies,1.01,7556.07,7631.63,Toor Dhall,7086,474.77
2024-09-04,Amman Agencies,0.77,7695.51,5925.54,Toor Dhall,7283,317.63
2024-09-10,Vasanth Stores,3.66,3779.59,13833.3,Moong Dhall,3608,628.02
2024-09-12,Amman Agencies,1.25,3367.13,4208.91,Moong Dust,3147,275.16
2024-07-31,Balaji & Co,14.92,7516.84,112151.25,Toor Dhall,7228,4309.49
2024-08-04,Balaji & Co,7.86,6244.88,49084.76,Orid Dust,6009,1854.02
2024-07-06,Sri Traders,0.84,8476.28,7120.08,Toor Dust,8020,383.28
