Date,Party Name,Amount,Expense Type,Product
2024-09-16,Ganesh Suppliers,78974.24,Office Supplies,Orid Dhall
2024-08-19,Vasanth Stores,77969.11,Packing,Orid Dhall
2024-07-04,Amman Agencies,85524.75,Transport,Toor Dust
2024-04-13,Ganesh Suppliers,45094.02,Packing,Orid Dust
2024-09-01,Amman Agencies,43922.01,Transport,Moong Dhall
2024-07-19,Vasanth Stores,37486.97,Packing,Moong Dhall
2025-01-23,Sri Traders,7925.54,Packing,Moong Dust
2025-02-24,Ganesh Suppliers,41301.47,Transport,Toor Dhall
2024-07-12,Vasanth Stores,56407.23,Packing,Orid Dhall
2024-08-09,Sri Traders,94210.84,Salary,Toor Dust
2024-08-18,Ganesh Suppliers,100000,Transport,Toor Dust
2024-11-18,Balaji & Co,15503.94,Maintenance,Moong Dust
2024-08-13,Amman Agencies,100000,Packing,Orid Polish
2024-10-24,Sri Traders,43519.42,Transport,Orid Dhall
2024-08-02,Amman Agencies,52936.55,Transport,Moong Dhall
2024-06-17,Ganesh Suppliers,36160.39,Transport,Moong Dhall
2024-12-19,Balaji & Co,12358.82,Transport,Orid Dhall
2024-07-19,Sri Traders,78102.6,Transport,Toor Dust
2024-05-21,Sri Traders,29133.45,Salary,Moong Dust
2025-03-18,Sri Traders,22179.89,Transport,Orid Dhall
2024-10-18,Vasanth Stores,43392.73,Transport,Toor Dust
2024-11-24,Balaji & Co,30331.71,Packing,Toor Dust
2024-05-17,Balaji & Co,54194.7,Office Supplies,Orid Polish
2024-04-30,Balaji & Co,36096.65,Maintenance,Moong Dhall
2024-06-26,Amman Agencies,62388.87,Packing,Toor Dust
2024-07-03,Amman Agencies,82483.44,Packing,Toor Dust
2024-10-04,Amman Agencies,39255.38,Packing,Orid Polish
2025-03-13,Amman Agencies,24102.85,Transport,Orid Dhall
2024-06-11,Ganesh Suppliers,65196.53,Transport,Orid Polish
2024-12-31,Ganesh Suppliers,11233.81,Transport,Moong Dhall
2024-05-03,Balaji & Co,49528.94,Transport,Orid Dhall
2024-11-28,Balaji & Co,27858.43,Salary,Orid Dhall
2024-08-06,Vasanth Stores,76041.7,Maintenance,Orid Dust
2024-05-23,Sri Traders,56407.36,Transport,Orid Polish
2024-08-15,Ganesh Suppliers,73836.21,Packing,Orid Polish
2024-11-10,Ganesh Suppliers,36974.01,Packing,Toor Dhall
2025-02-09,Amman Agencies,14827.63,Packing,Moong Dust
2024-04-10,Vasanth Stores,42872.17,Transport,Orid Dust
2024-10-31,Balaji & Co,44476.58,Maintenance,Orid Polish
2024-07-20,Vasanth Stores,55418.83,Transport,Orid Dust
2024-08-03,Ganesh Suppliers,100000,Transport,Toor Dhall
2024-08-04,Amman Agencies,82429.75,Transport,Orid Polish
2024-06-20,Balaji & Co,88372.35,Transport,Toor Dhall
2024-07-30,Balaji & Co,44852.15,Maintenance,Moong Dhall
2024-08-01,Sri Traders,73146.98,Salary,Orid Dhall
2024-07-15,Ganesh Suppliers,71901.77,Transport,Orid Polish
2024-09-07,Sri Traders,75611.26,Transport,Toor Dust
2025-01-21,Amman Agencies,10008.38,Transport,Orid Dust
2024-09-06,Sri Traders,44726.22,Packing,Moong Dust
2025-02-28,Balaji & Co,25352.74,Packing,Orid Dhall
2024-08-29,Sri Traders,100000,Salary,Toor Dust
2024-09-22,Balaji & Co,43342.15,Packing,Moong Dust
2024-07-07,Vasanth Stores,40437.7,Packing,Moong Dhall
2024-04-15,Balaji & Co,38074.36,Maintenance,Orid Dust
2024-08-11,Sri Traders,91079.39,Transport,Orid Polish
2024-10-11,Sri Traders,24591.36,Packing,Moong Dhall
2024-05-06,Balaji & Co,32424.82,Transport,Moong Dust
2024-11-21,Sri Traders,39455.04,Transport,Toor Dhall
2024-11-25,Ganesh Suppliers,22121.99,Packing,Orid Dust
2024-05-13,Sri Traders,54170.61,Office Supplies,Orid Polish
2024-04-01,Balaji & Co,39632.59,Salary,Orid Dust
2024-05-16,Ganesh Suppliers,37737.22,Packing,Moong Dhall
2024-06-26,Amman Agencies,47633.33,Packing,Orid Polish
2024-07-29,Sri Traders,60227.31,Transport,Orid Polish
2024-05-24,Ganesh Suppliers,35185.77,Transport,Moong Dhall
2024-06-24,Ganesh Suppliers,52118.99,Packing,Orid Dust
2025-01-09,Amman Agencies,12717.9,Packing,Orid Dhall
2024-08-28,Vasanth Stores,81095.52,Office Supplies,Orid Polish
2024-09-20,Vasanth Stores,64087.01,Transport,Orid Dhall
2025-02-25,Ganesh Suppliers,18732.47,Packing,Moong Dhall
2024-07-24,Sri Traders,35887.64,Transport,Moong Dust
2024-07-30,Amman Agencies,84735.54,Transport,Toor Dhall
2024-09-15,Ganesh Suppliers,100000,Maintenance,Toor Dhall
2024-12-05,Balaji & Co,21812.48,Transport,Toor Dhall
2024-09-06,Vasanth Stores,64988.49,Packing,Orid Dust
2024-12-29,Balaji & Co,17618.71,Transport,Orid Polish
2024-06-18,Amman Agencies,83647.33,Office Supplies,Toor Dhall
2024-04-29,Sri Traders,54572.39,Transport,Toor Dhall
2024-06-13,Vasanth Stores,47004.13,Transport,Orid Dust
2024-12-04,Amman Agencies,14356.04,Transport,Orid Dust
2024-06-25,Vasanth Stores,68344.54,Transport,Toor Dust
2024-05-03,Balaji & Co,68882.56,Transport,Toor Dhall
2024-05-15,Vasanth Stores,67910.61,Packing,Toor Dhall
2024-05-20,Ganesh Suppliers,30953.87,Packing,Moong Dhall
2025-03-31,Sri Traders,29416.47,Packing,Toor Dhall
2024-09-16,Amman Agencies,89239.72,Transport,Orid Polish
2024-06-19,Sri Traders,76489.99,Transport,Toor Dust
2024-07-28,Ganesh Suppliers,71302.31,Transport,Orid Polish
2025-03-09,Ganesh Suppliers,26440.18,Transport,Orid Polish
2024-04-13,Amman Agencies,42461.94,Packing,Orid Dust
2025-02-20,Vasanth Stores,30277.81,Office Supplies,Orid Dust
2024-08-25,Sri Traders,79506.62,Packing,Orid Dust
2024-04-08,Amman Agencies,25211.43,Transport,Moong Dhall
2024-09-19,Sri Traders,100000,Packing,Toor Dhall
2024-09-30,Balaji & Co,92472.84,Packing,Toor Dhall
2024-07-31,Ganesh Suppliers,35927.38,Transport,Moong Dhall
2024-11-26,Sri Traders,16703.57,Transport,Moong Dust
2024-05-02,Balaji & Co,58296.65,Transport,Orid Polish
2024-09-19,Ganesh Suppliers,64926.95,Packing,Orid Dust
2025-03-21,Ganesh Suppliers,25940.88,Transport,Orid Dust
2024-08-12,Sri Traders,57757.07,Transport,Moong Dust
2024-12-07,Ganesh Suppliers,8614.81,Transport,Moong Dust
2024-11-09,Balaji & Co,16402.39,Transport,Moong Dhall
2025-01-13,Amman Agencies,8908.54,Packing,Moong Dhall
2024-11-05,Sri Traders,27211.41,Transport,Orid Polish
2024-08-02,Amman Agencies,100000,Office Supplies,Toor Dhall
2025-02-16,Vasanth Stores,27978.89,Salary,Orid Dhall
2024-07-29,Amman Agencies,59921.98,Office Supplies,Orid Dust
2024-07-25,Amman Agencies,62455.77,Transport,Orid Dhall
2024-06-13,Ganesh Suppliers,60598.31,Packing,Orid Polish
2024-07-17,Sri Traders,90516.9,Transport,Toor Dust
2024-06-15,Vasanth Stores,80301.8,Transport,Toor Dhall
2024-09-26,Ganesh Suppliers,100000,Transport,Toor Dust
2024-09-24,Ganesh Suppliers,56393.46,Packing,Moong Dhall
2024-09-21,Amman Agencies,49033.57,Transport,Moong Dhall
2024-08-18,Ganesh Suppliers,100000,Transport,Toor Dhall
2024-08-25,Amman Agencies,100000,Transport,Toor Dust
2024-09-13,Amman Agencies,79901.59,Transport,Orid Dhall
2024-06-06,Ganesh Suppliers,32200.89,Office Supplies,Moong Dust
2024-10-21,Vasanth Stores,40021.07,Packing,Orid Polish
2025-03-07,Vasanth Stores,30239.46,Packing,Toor Dust
2024-09-08,Ganesh Suppliers,64510.49,Transport,Orid Polish
2024-05-23,Balaji & Co,70147.44,Packing,Toor Dust
2024-12-25,Amman Agencies,25406.83,Transport,Toor Dhall
2024-08-04,Vasanth Stores,56983.58,Packing,Moong Dust
2024-08-31,Sri Traders,56826.93,Packing,Moong Dhall
2024-07-19,Vasanth Stores,57372.52,Maintenance,Orid Dust
2024-09-05,Ganesh Suppliers,49830.92,Packing,Moong Dhall
2024-05-31,Amman Agencies,51914.52,Packing,Toor Dust
2024-06-30,Balaji & Co,53908.61,Transport,Orid Dust
2024-08-18,Vasanth Stores,72828.42,Office Supplies,Orid Polish
2024-06-30,Amman Agencies,56648.07,Transport,Orid Dhall
2024-09-29,Amman Agencies,99407.51,Salary,Toor Dust
2024-09-29,Vasanth Stores,46424.8,Packing,Moong Dhall
2024-07-07,Balaji & Co,34702.11,Packing,Moong Dust
2024-09-22,Balaji & Co,69144.13,Transport,Orid Polish
2024-04-30,Vasanth Stores,34597.79,Transport,Moong Dhall
2024-11-03,Balaji & Co,28734.87,Transport,Toor Dust
2024-08-23,Sri Traders,42413.58,Transport,Moong Dust
2024-05-23,Amman Agencies,26776.08,Transport,Moong Dust
2024-07-19,Amman Agencies,49935.95,Packing,Moong Dhall
2024-08-07,Ganesh Suppliers,69595.51,Transport,Orid Dust
2024-10-15,Amman Agencies,33670.49,Packing,Orid Dust
2024-05-27,Balaji & Co,45257.37,Packing,Orid Dust
2024-06-08,Ganesh Suppliers,58855.53,Packing,Toor Dust
2024-06-14,Balaji & Co,80295.46,Transport,Toor Dhall
2024-08-18,Sri Traders,78673.98,Transport,Orid Dhall
2025-02-01,Vasanth Stores,17292.15,Packing,Moong Dhall
2024-04-05,Sri Traders,62391.5,Transport,Toor Dhall
2024-11-28,Balaji & Co,15835.92,Transport,Moong Dust
2024-09-05,Ganesh Suppliers,100000,Transport,Toor Dhall
2025-03-02,Ganesh Suppliers,21386.36,Office Supplies,Orid Dust
2024-09-23,Balaji & Co,58746.39,Maintenance,Moong Dhall
2024-07-03,Ganesh Suppliers,34540.75,Office Supplies,Moong Dhall
2025-02-11,Sri Traders,18077.98,Transport,Moong Dust
2025-03-30,Ganesh Suppliers,27830.02,Transport,Orid Polish
2024-05-04,Balaji & Co,61519.63,Transport,Toor Dhall
2024-09-01,Sri Traders,34232.19,Packing,Moong Dust
2024-04-26,Amman Agencies,25874.54,Transport,Moong Dust
2024-07-29,Sri Traders,40588.91,Office Supplies,Moong Dust
2024-09-25,Ganesh Suppliers,69570.32,Maintenance,Toor Dust
2024-08-05,Balaji & Co,94222.97,Transport,Toor Dust
2024-09-28,Ganesh Suppliers,44388.68,Transport,Moong Dhall
2024-06-11,Sri Traders,54652.95,Salary,Orid Polish
2024-07-12,Balaji & Co,65137.78,Maintenance,Toor Dust
2024-08-12,Vasanth Stores,100000,Packing,Toor Dust
2024-04-09,Balaji & Co,37879.78,Office Supplies,Orid Dust
2024-08-18,Vasanth Stores,88423.87,Packing,Orid Dhall
2024-07-22,Vasanth Stores,39764.46,Packing,Moong Dhall
2024-07-22,Balaji & Co,71421.45,Salary,Orid Polish
2024-08-25,Vasanth Stores,44648.07,Packing,Moong Dust
2024-11-27,Sri Traders,17809.93,Transport,Moong Dhall
2024-09-30,Balaji & Co,100000,Transport,Toor Dhall
2024-09-22,Balaji & Co,82132.13,Transport,Toor Dhall
2024-04-17,Ganesh Suppliers,40362.26,Maintenance,Orid Polish
2024-11-26,Sri Traders,13644.8,Office Supplies,Moong Dhall
2024-10-09,Amman Agencies,21190.58,Transport,Moong Dust
2024-06-02,Ganesh Suppliers,55302.86,Packing,Orid Polish
2024-06-02,Vasanth Stores,46361.0,Packing,Orid Dust
2024-06-23,Vasanth Stores,36674.35,Transport,Moong Dhall
2024-06-25,Sri Traders,39274.21,Packing,Moong Dhall
2024-11-25,Amman Agencies,21014.13,Salary,Orid Dhall
2024-09-18,Amman Agencies,40968.07,Packing,Moong Dust
2024-06-08,Vasanth Stores,74666.79,Transport,Toor Dust
2024-07-12,Sri Traders,85814.04,Packing,Toor Dhall
2024-05-19,Balaji & Co,30913.65,Transport,Moong Dust
2024-08-22,Vasanth Stores,98418.55,Office Supplies,Toor Dust
2024-09-23,Sri Traders,77009.84,Packing,Orid Dhall
2024-09-11,Ganesh Suppliers,60700.32,Transport,Orid Dust
2025-02-04,Ganesh Suppliers,19705.24,Transport,Moong Dhall
2025-01-11,Balaji & Co,9329.09,Packing,Moong Dhall
2024-06-15,Balaji & Co,64290.72,Packing,Toor Dust
2024-11-03,Ganesh Suppliers,29635.89,Transport,Toor Dhall
2024-07-06,Ganesh Suppliers,69968.68,Packing,Toor Dust
2024-05-11,Vasanth Stores,39250.5,Packing,Orid Dust
2025-02-07,Sri Traders,16953.21,Packing,Moong Dhall
2024-06-21,Vasanth Stores,52154.8,Maintenance,Orid Dust
2024-11-01,Ganesh Suppliers,22019.47,Transport,Orid Dhall
2025-03-25,Balaji & Co,35229.8,Packing,Toor Dhall
2024-10-25,Sri Traders,45572.16,Transport,Toor Dhall
2024-05-23,Ganesh Suppliers,26799.44,Packing,Moong Dust
2024-07-03,Amman Agencies,40519.9,Maintenance,Moong Dust
2024-07-09,Sri Traders,79550.13,Packing,Toor Dhall
2024-06-24,Balaji & Co,50259.38,Packing,Orid Dust
2024-05-30,Vasanth Stores,46511.78,Transport,Orid Dhall
2024-07-29,Balaji & Co,72293.31,Office Supplies,Orid Polish
2024-09-13,Vasanth Stores,60269.89,Maintenance,Orid Dust
2024-06-11,Ganesh Suppliers,59919.15,Salary,Toor Dust
2024-09-25,Sri Traders,42752.94,Transport,Moong Dhall
2024-05-19,Balaji & Co,60502.28,Office Supplies,Toor Dust
2024-05-13,Vasanth Stores,32558.29,Transport,Moong Dust
2024-06-02,Balaji & Co,34888.89,Transport,Moong Dust
2024-06-07,Sri Traders,45423.61,Transport,Orid Dhall
2024-06-07,Amman Agencies,75761.09,Transport,Toor Dust
2024-04-02,Balaji & Co,39396.02,Packing,Orid Dust
2024-07-14,Amman Agencies,59869.41,Transport,Orid Polish
2024-07-04,Balaji & Co,65522.78,Transport,Orid Dhall
2024-08-07,Ganesh Suppliers,84086.01,Packing,Orid Polish
2024-10-26,Ganesh Suppliers,34088.16,Office Supplies,Orid Dhall
2024-04-10,Amman Agencies,57589.68,Packing,Toor Dhall
2024-05-20,Vasanth Stores,65262.54,Packing,Toor Dust
2024-06-24,Vasanth Stores,70749.74,Packing,Toor Dhall
2024-07-27,Amman Agencies,99076.01,Salary,Toor Dhall
2025-02-13,Amman Agencies,35956.93,Maintenance,Toor Dust
2024-05-08,Ganesh Suppliers,45886.5,Packing,Orid Dust
2024-04-10,Vasanth Stores,57143.39,Packing,Toor Dhall
2024-10-13,Balaji & Co,40741.07,Packing,Orid Polish
2024-06-03,Vasanth Stores,72738.44,Packing,Toor Dhall
2024-06-15,Balaji & Co,85046.08,Office Supplies,Toor Dhall
2024-09-06,Sri Traders,73633.91,Packing,Orid Dhall
2024-11-19,Amman Agencies,28528.72,Salary,Toor Dust
2024-05-17,Amman Agencies,35872.94,Maintenance,Moong Dhall
2024-09-15,Vasanth Stores,68655.36,Transport,Orid Polish
2024-09-27,Ganesh Suppliers,67909.51,Transport,Orid Dust
2024-06-09,Amman Agencies,68224.46,Transport,Toor Dust
2024-09-20,Amman Agencies,100000,Transport,Toor Dhall
2025-03-31,Sri Traders,17070.41,Office Supplies,Moong Dust
2024-08-17,Ganesh Suppliers,89100.1,Transport,Orid Polish
2024-08-16,Sri Traders,85311.4,Maintenance,Orid Dhall
2024-09-19,Ganesh Suppliers,86746.17,Maintenance,Toor Dhall
2024-09-15,Vasanth Stores,69635.65,Packing,Orid Dhall
2024-06-05,Amman Agencies,53148.87,Packing,Orid Dust
2024-06-25,Ganesh Suppliers,34465.54,Packing,Moong Dust
2024-08-04,Balaji & Co,98302.37,Transport,Orid Polish
2024-05-03,Ganesh Suppliers,75113.96,Office Supplies,Toor Dhall
2024-08-13,Ganesh Suppliers,45496.14,Transport,Moong Dhall
2024-12-16,Ganesh Suppliers,13680.72,Packing,Orid Dhall
2025-02-26,Ganesh Suppliers,15019.61,Transport,Moong Dust
2024-10-06,Ganesh Suppliers,31996.2,Maintenance,Orid Dust
2024-10-06,Sri Traders,45876.16,Packing,Toor Dust
2024-12-25,Sri Traders,14929.6,Maintenance,Orid Dhall
2024-06-01,Sri Traders,50380.14,Salary,Orid Dhall
2024-07-11,Sri Traders,63643.79,Transport,Orid Dust
2024-10-07,Vasanth Stores,21399.68,Office Supplies,Moong Dhall
2024-11-06,Ganesh Suppliers,12685.59,Maintenance,Moong Dust
2024-07-05,Sri Traders,36643.31,Transport,Moong Dhall
2024-09-26,Vasanth Stores,72280.29,Packing,Toor Dust
2024-09-07,Vasanth Stores,73061.56,Packing,Orid Dhall
2024-07-30,Balaji & Co,99298.89,Packing,Toor Dhall
2024-09-20,Balaji & Co,45590.57,Transport,Moong Dhall
2024-04-10,Vasanth Stores,48517.74,Packing,Orid Dhall
2024-07-16,Amman Agencies,80741.16,Transport,Toor Dust
2024-07-29,Amman Agencies,77423.83,Packing,Toor Dhall
2024-11-02,Balaji & Co,20880.26,Packing,Orid Dhall
2025-01-23,Vasanth Stores,8264.45,Transport,Moong Dust
2024-04-05,Amman Agencies,28160.92,Maintenance,Moong Dust
2024-08-16,Ganesh Suppliers,64988.78,Maintenance,Orid Dust
2024-08-19,Ganesh Suppliers,100000,Packing,Toor Dust
2024-08-01,Sri Traders,100000,Transport,Toor Dust
2024-09-06,Balaji & Co,60562.25,Packing,Orid Dust
2024-12-06,Ganesh Suppliers,15292.1,Maintenance,Orid Dhall
2025-02-02,Amman Agencies,17298.52,Packing,Moong Dhall
2024-07-16,Balaji & Co,49818.02,Salary,Orid Dust
2024-07-05,Amman Agencies,68610.56,Transport,Orid Polish
2025-03-08,Ganesh Suppliers,23620.59,Office Supplies,Orid Dhall
2024-07-20,Sri Traders,80793.88,Transport,Toor Dust
2024-05-31,Balaji & Co,48841.22,Transport,Orid Dust
2024-05-09,Vasanth Stores,42660.57,Packing,Orid Dust
2024-04-14,Sri Traders,54578.23,Maintenance,Toor Dust
2024-07-09,Sri Traders,66969.99,Transport,Orid Polish
2024-09-06,Amman Agencies,84837.71,Packing,Orid Dhall
2024-09-28,Sri Traders,85848.03,Salary,Orid Polish
2024-09-06,Balaji & Co,73419.1,Salary,Orid Polish
2024-06-30,Sri Traders,80127.58,Packing,Toor Dhall
2024-06-11,Ganesh Suppliers,62950.94,Transport,Orid Dhall
2024-10-31,Vasanth Stores,26189.11,Maintenance,Moong Dhall
2024-08-25,Vasanth Stores,100000,Packing,Toor Dhall
2024-09-18,Vasanth Stores,50896.12,Packing,Moong Dhall
2024-11-05,Sri Traders,21428.48,Packing,Orid Dust
2024-07-20,Amman Agencies,61750.33,Packing,Orid Dust
2024-09-12,Amman Agencies,64939.52,Salary,Orid Dhall
2025-01-13,Ganesh Suppliers,13562.07,Transport,Orid Dhall
2024-07-12,Balaji & Co,74555.48,Packing,Toor Dhall
2024-10-04,Balaji & Co,49363.57,Packing,Toor Dhall
2024-10-03,Balaji & Co,27183.85,Office Supplies,Moong Dhall
2024-07-11,Vasanth Stores,69124.67,Packing,Orid Dhall
2024-07-29,Balaji & Co,70734.42,Packing,Toor Dust
2024-12-01,Amman Agencies,15112.05,Packing,Orid Dhall
2024-08-09,Amman Agencies,95564.89,Transport,Toor Dust
2024-07-12,Amman Agencies,92949.22,Transport,Toor Dhall
2024-05-02,Balaji & Co,47093.86,Packing,Orid Polish
2024-06-07,Vasanth Stores,35435.39,Transport,Moong Dust
2024-05-03,Balaji & Co,44454.65,Packing,Orid Dhall
2024-06-16,Ganesh Suppliers,78013.06,Maintenance,Toor Dhall
2024-11-16,Balaji & Co,13164.86,Packing,Moong Dust
2025-02-23,Vasanth Stores,30635.15,Packing,Orid Polish
2024-05-08,Balaji & Co,52425.24,Packing,Orid Polish
2024-08-15,Vasanth Stores,74010.23,Packing,Orid Polish
2024-09-26,Vasanth Stores,83801.52,Packing,Orid Polish
2024-04-01,Vasanth Stores,49411.32,Transport,Toor Dust
2024-09-03,Vasanth Stores,42513.6,Transport,Moong Dust
2025-02-24,Vasanth Stores,30922.72,Maintenance,Orid Dust
2024-05-19,Ganesh Suppliers,43434.63,Packing,Orid Polish
2024-08-31,Vasanth Stores,97869.19,Transport,Orid Polish
2024-09-29,Sri Traders,75363.01,Transport,Orid Dust
2024-07-20,Amman Agencies,62151.18,Packing,Orid Dhall
2024-04-11,Amman Agencies,25049.35,Transport,Moong Dust
2024-04-15,Ganesh Suppliers,42639.57,Packing,Orid Dhall
2024-07-02,Sri Traders,41544.01,Office Supplies,Moong Dhall
2024-06-29,Sri Traders,59570.82,Transport,Orid Dhall
2024-08-14,Vasanth Stores,100000,Transport,Orid Polish
2024-08-04,Ganesh Suppliers,94542.54,Transport,Toor Dhall
2024-11-12,Balaji & Co,15528.31,Maintenance,Moong Dhall
2024-06-01,Amman Agencies,66072.63,Packing,Toor Dust
2024-11-09,Balaji & Co,23319.89,Transport,Orid Polish
2024-10-10,Amman Agencies,23328.25,Transport,Moong Dhall
2025-01-18,Vasanth Stores,14702.51,Transport,Toor Dust
2024-06-21,Ganesh Suppliers,68597.92,Salary,Toor Dust
2024-09-21,Ganesh Suppliers,49641.58,Transport,Moong Dust
2024-08-02,Ganesh Suppliers,71345.2,Transport,Orid Dhall
2024-04-13,Balaji & Co,30337.57,Packing,Moong Dhall
2024-05-25,Balaji & Co,33610.8,Transport,Moong Dhall
2024-07-17,Balaji & Co,88300.76,Transport,Toor Dust
2024-06-04,Amman Agencies,37472.72,Salary,Moong Dhall
2025-03-20,Ganesh Suppliers,34280.83,Transport,Toor Dhall
2024-12-14,Vasanth Stores,12754.22,Transport,Moong Dhall
2024-09-18,Balaji & Co,71790.11,Transport,Orid Polish
2024-06-14,Vasanth Stores,65227.19,Office Supplies,Toor Dust
2024-06-15,Sri Traders,52351.86,Transport,Orid Dust
2024-06-19,Vasanth Stores,56658.93,Packing,Toor Dust
2024-09-03,Sri Traders,73776.68,Salary,Orid Dhall
2024-07-29,Ganesh Suppliers,79958.53,Transport,Toor Dhall
2024-06-25,Sri Traders,39181.87,Transport,Moong Dust
2024-09-23,Sri Traders,51403.63,Packing,Moong Dhall
2024-09-19,Vasanth Stores,59262.03,Transport,Moong Dhall
2024-06-27,Balaji & Co,33714.74,Salary,Moong Dust
2024-10-08,Vasanth Stores,30729.15,Office Supplies,Orid Polish
2024-10-12,Sri Traders,23219.64,Salary,Moong Dhall
2024-04-13,Balaji & Co,46837.87,Transport,Orid Polish
2024-07-06,Balaji & Co,41450.72,Transport,Moong Dust
2024-06-12,Vasanth Stores,55704.9,Transport,Orid Dhall
2024-04-18,Sri Traders,42309.49,Packing,Orid Dhall
2024-05-12,Balaji & Co,47351.99,Office Supplies,Orid Dust
2024-06-08,Vasanth Stores,55283.2,Transport,Toor Dust
2025-02-04,Vasanth Stores,41142.59,Packing,Toor Dhall
2024-09-20,Sri Traders,76102.7,Office Supplies,Orid Polish
2024-08-30,Ganesh Suppliers,100000,Transport,Toor Dust
2024-05-21,Vasanth Stores,45750.41,Transport,Orid Dhall
2024-05-23,Ganesh Suppliers,52053.09,Salary,Orid Dhall
2024-08-11,Sri Traders,67478.18,Salary,Moong Dhall
2025-02-15,Ganesh Suppliers,39257.71,Packing,Toor Dust
2024-11-18,Sri Traders,24587.35,Packing,Orid Dhall
2025-02-11,Ganesh Suppliers,29178.08,Packing,Orid Polish
2024-09-14,Balaji & Co,47667.4,Transport,Moong Dhall
2024-08-18,Vasanth Stores,86002.12,Office Supplies,Orid Polish
2025-01-16,Sri Traders,6847.51,Salary,Moong Dust
2024-08-28,Vasanth Stores,84782.96,Transport,Orid Dhall
2024-10-06,Sri Traders,22679.27,Transport,Moong Dust
2024-09-04,Sri Traders,74664.88,Transport,Orid Dust
2024-08-16,Vasanth Stores,62832.68,Packing,Moong Dhall
2025-03-23,Sri Traders,29607.43,Transport,Orid Polish
2024-09-12,Balaji & Co,69739.82,Transport,Orid Polish
2024-04-11,Balaji & Co,37142.14,Transport,Orid Polish
2024-08-14,Balaji & Co,87658.27,Packing,Orid Dust
2025-03-15,Vasanth Stores,21594.0,Transport,Orid Dust
